22	12612691	12641195	2	2	0	0	1	13
22	15533269	15571683	2	2	0	1	0	22
22	15590853	15600395	1	1	0	1	0	27
22	16544438	16556262	2	2	0	0	1	16
22	16787418	16799268	1	1	0	0	1	27
22	16942269	16979012	1	1	0	0	1	20
22	16977179	17002840	2	2	0	0	1	12
22	16980040	17029153	2	2	0	0	1	14
22	17002595	17002840	2	2	0	0	1	12
22	17005901	17029153	2	2	0	0	1	14
22	17164970	17193391	1	1	0	0	1	14
22	17196169	17201035	2	2	0	0	1	21
22	17197048	17221017	2	2	0	1	0	14
22	17204890	17236598	1	3	0	0	1	13
22	17231002	17276936	2	2	0	0	1	29
22	17259579	17283254	2	2	0	0	1	21
22	17276600	17326158	2	2	0	0	1	25
22	17291565	17336860	2	2	0	0	1	15
22	17305894	17343525	1	1	0	0	1	27
22	17316640	17326158	2	2	0	0	1	25
22	17327193	17355864	2	2	0	0	1	16
22	17333749	17345038	1	1	0	0	1	30
22	17386739	17399505	2	4	0	0	1	20
22	17493525	17530392	1	1	0	0	1	13
22	17494942	17505785	2	4	0	0	1	29
22	17676393	17703084	1	1	0	0	1	20
22	17676393	17709165	1	1	0	0	1	20
22	17677950	17690229	1	1	0	0	1	20
22	17697193	17709349	2	2	0	1	0	23
22	17721707	17740611	1	1	0	1	0	23
22	17723856	17760374	2	2	0	0	1	24
22	17956592	17967965	2	2	0	0	1	26
22	18027908	18043359	1	1	0	0	1	26
22	18062285	18087221	2	2	0	0	1	14
22	18089856	18132418	2	2	0	0	1	26
22	18156582	18156683	1	1	0	1	0	17
22	18520299	18568673	2	2	0	0	1	20
22	18590199	18599995	2	2	0	0	1	16
22	18599329	18633074	1	1	0	0	1	23
22	18602321	18613633	1	1	0	0	1	22
22	18613683	18615410	1	1	0	0	1	17
22	19098843	19112684	2	2	0	0	1	16
22	19105247	19141912	2	2	0	0	1	26
22	19164856	19166424	2	2	0	0	1	26
22	19293797	19329213	2	2	0	0	1	15
22	19327101	19342468	2	2	0	0	1	13
22	19396298	19425765	2	2	0	1	0	26
22	19539402	19541159	1	1	0	0	1	14
22	19581000	19624943	1	1	0	0	1	18
22	19840604	19856589	1	1	0	0	1	16
22	20478911	20506285	2	2	0	0	1	16
22	20503639	20547654	2	2	0	0	1	14
22	20516203	20545369	2	2	0	0	1	19
22	20562516	20573099	2	2	0	1	0	15
22	20648836	20666250	1	1	0	0	1	16
22	20705610	20745926	2	2	0	1	0	17
22	20791525	20817637	1	1	0	0	1	24
22	20842576	20878304	1	1	0	0	1	25
22	20849729	20896616	2	2	0	0	1	30
22	20870002	20885005	2	2	0	0	1	12
22	20944857	20969572	1	1	0	1	0	28
22	21352857	21375046	1	1	0	0	1	26
22	21381651	21393013	2	2	0	0	1	22
22	21395344	21405135	1	1	0	0	1	16
22	21412548	21429558	2	2	0	0	1	27
22	21412886	21414679	2	2	0	0	1	15
22	21427389	21427887	1	1	0	0	1	24
22	21457916	21465025	2	2	0	1	0	25
22	21505321	21522337	1	1	0	0	1	27
22	21529737	21539516	2	2	0	0	1	16
22	21541865	21553194	1	1	0	0	1	22
22	21555007	21597210	2	2	0	0	1	16
22	21575359	21609798	1	1	0	0	1	14
22	21582043	21601093	2	2	0	0	1	27
22	21590429	21597210	2	2	0	0	1	16
22	21655069	21662581	2	2	0	0	1	22
22	21667968	21705169	1	1	0	0	1	26
