22	11024321	11052209	1	1	0	1	0	23
22	15214851	15223853	2	2	0	0	1	29
22	15902296	15939299	1	1	0	0	1	16
22	16614179	16614698	1	1	1	1	0	3
22	17132773	17137005	2	2	0	1	0	20
22	17187200	17230940	1	1	0	0	1	16
22	17227759	17255204	1	1	0	0	1	30
22	17421251	17421384	1	1	0	1	0	20
22	17447178	17449632	1	1	0	0	1	23
22	17568633	17603028	2	2	0	0	1	26
22	17572557	17618445	1	1	0	0	1	18
22	17576123	17614425	1	3	0	0	1	30
22	17588554	17614575	1	1	0	0	1	27
22	17647312	17649298	1	1	0	0	1	15
22	17677950	17690229	1	1	0	0	1	21
22	18006763	18011477	1	1	0	0	1	20
22	18052895	18052944	1	1	0	0	1	26
22	18052895	18053102	1	1	0	0	1	26
22	18089856	18097417	2	2	0	1	0	30
22	18562912	18570416	1	1	0	0	1	23
22	18567798	18580297	1	1	0	0	1	19
22	18569386	18580297	1	1	0	0	1	19
22	18938945	18947084	1	1	0	1	0	29
22	19105247	19141912	2	2	0	1	0	15
22	19315237	19322743	1	1	0	1	0	28
22	19528803	19545094	2	2	0	0	1	14
22	19533459	19561320	2	2	0	0	1	18
22	19562306	19596435	2	2	0	1	0	28
22	19583895	19624375	1	1	0	0	1	17
22	19601349	19624375	1	1	0	0	1	17
22	19654624	19677021	1	1	0	0	1	27
22	20485650	20501653	2	2	0	0	1	19
22	20723480	20731711	2	2	0	0	1	25
22	20737791	20757702	2	2	0	0	1	29
22	20811936	20849776	2	2	0	0	1	18
22	20816702	20856005	1	1	0	0	1	12
22	21064862	21090569	1	1	0	0	1	25
22	21125292	21162786	1	1	0	0	1	14
22	21408908	21458229	2	2	0	0	1	18
22	21425826	21457947	2	4	0	0	1	19
22	21458080	21458390	2	2	0	0	1	23
22	21460936	21465025	2	2	0	1	0	29
22	21525886	21563395	2	2	0	0	1	25
22	21644875	21646048	1	1	0	0	1	26
22	21720721	21750871	2	2	0	0	1	20
22	21741054	21750871	2	2	0	0	1	20
22	21771046	21799834	2	2	0	0	1	30
22	21809893	21842223	2	2	0	0	1	28
22	21813762	21821855	2	2	0	0	1	26
22	21864433	21881132	2	2	0	0	1	27
22	21870671	21911462	1	1	0	0	1	25
22	21879142	21899590	1	1	0	1	0	31
22	22232507	22255789	1	1	0	1	0	22
22	22478041	22518157	2	2	0	0	1	25
22	22581846	22616141	2	2	0	0	1	25
22	22624148	22659597	2	2	0	0	1	25
22	23294483	23336379	2	2	0	1	0	13
22	23296249	23320864	2	2	0	1	0	27
22	23320611	23321230	2	2	0	0	1	17
22	23344560	23350853	2	2	0	0	1	14
22	23717886	23761924	1	1	0	0	1	21
22	24209316	24254819	1	1	0	0	1	17
22	24714072	24723864	1	1	0	0	1	31
22	24890205	24909704	2	2	0	0	1	22
22	24958432	24998501	2	2	0	0	1	28
22	24965284	24993948	1	1	0	0	1	28
22	25060414	25104209	2	2	0	1	0	24
22	25115897	25116192	2	2	0	0	1	17
22	25272152	25306510	1	1	0	0	1	23
22	25531302	25579615	1	1	0	1	0	28
22	25732417	25756105	1	1	0	0	1	23
22	26243932	26266329	1	1	0	0	1	19
22	26323537	26370907	1	1	0	0	1	27
22	26441246	26456429	1	1	0	0	1	17
22	26615580	26656390	2	2	0	0	1	23
22	27830575	27844099	2	2	0	0	1	27
22	28166324	28193936	2	2	0	0	1	22
22	28166324	28211780	2	2	0	0	1	22
22	28491325	28512013	2	2	0	0	1	17
